"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"52406_s_at"	"5.33e-02"	"1.09e-02"	"2.574343"	"-3.29435"	"0.2797598"	"GDPD3"	"glycerophosphodiester phosphodiesterase domain containing 3"
"42193_r_at"	"5.35e-02"	"1.09e-02"	"2.572912"	"-3.29783"	"0.5519709"	"NSD1"	"nuclear receptor binding SET domain protein 1"
"43408_g_at"	"5.35e-02"	"1.09e-02"	"2.572824"	"-3.29805"	"0.2704704"	"POLDIP2"	"polymerase (DNA-directed), delta interacting protein 2"
"52733_at"	"5.35e-02"	"1.09e-02"	"2.57228"	"-3.29937"	"0.323744"	"ALG6"	"ALG6, alpha-1,3-glucosyltransferase"
"53258_at"	"5.35e-02"	"1.09e-02"	"-2.572279"	"-3.29937"	"-0.3740263"	"PPM1L"	"protein phosphatase, Mg2+/Mn2+ dependent, 1L"
"47447_at"	"5.35e-02"	"1.10e-02"	"2.57205"	"-3.29993"	"0.2701776"	"MARVELD3"	"MARVEL domain containing 3"
"52207_at"	"5.38e-02"	"1.10e-02"	"2.570362"	"-3.30403"	"0.3659522"	"PPP4R2"	"protein phosphatase 4, regulatory subunit 2"
"45228_at"	"5.38e-02"	"1.10e-02"	"-2.569989"	"-3.30494"	"-0.43079"	"MTMR9LP"	"myotubularin related protein 9-like, pseudogene"
"44396_at"	"5.39e-02"	"1.10e-02"	"2.569244"	"-3.30675"	"0.4605981"	""	""
"43668_at"	"5.40e-02"	"1.11e-02"	"2.568727"	"-3.30801"	"0.4159842"	"SEC14L4"	"SEC14-like 4 (S. cerevisiae)"
"43637_at"	"5.40e-02"	"1.11e-02"	"2.568514"	"-3.30853"	"0.4987638"	""	""
"42771_at"	"5.40e-02"	"1.11e-02"	"-2.56786"	"-3.31011"	"-0.4957712"	""	""
"45556_at"	"5.41e-02"	"1.11e-02"	"2.567665"	"-3.31059"	"0.2129597"	"ARID1B"	"AT rich interactive domain 1B (SWI1-like)"
"57114_at"	"5.41e-02"	"1.11e-02"	"2.567338"	"-3.31138"	"0.2422933"	""	""
"42226_at"	"5.41e-02"	"1.11e-02"	"-2.567249"	"-3.3116"	"-0.4646933"	"MBNL1-AS1"	"MBNL1 antisense RNA 1"
"41891_at"	"5.41e-02"	"1.11e-02"	"2.566893"	"-3.31246"	"0.4885018"	""	""
"43845_s_at"	"5.41e-02"	"1.11e-02"	"2.56649"	"-3.31344"	"0.2708178"	"ENTPD6"	"ectonucleoside triphosphate diphosphohydrolase 6 (putative)"
"47951_at"	"5.42e-02"	"1.11e-02"	"2.565811"	"-3.31509"	"0.2091686"	"PLXNC1"	"plexin C1"
"51900_g_at"	"5.43e-02"	"1.12e-02"	"2.565186"	"-3.31661"	"0.2457272"	"LRRC37A2"	"leucine rich repeat containing 37, member A2"
"54924_at"	"5.43e-02"	"1.12e-02"	"2.564837"	"-3.31746"	"0.2527495"	"MAT1A"	"methionine adenosyltransferase I, alpha"
"45427_at"	"5.44e-02"	"1.12e-02"	"2.564377"	"-3.31857"	"0.5270004"	""	""
"43641_at"	"5.45e-02"	"1.12e-02"	"2.563327"	"-3.32112"	"0.3411355"	""	""
"44939_at"	"5.46e-02"	"1.12e-02"	"2.562671"	"-3.32271"	"0.5739822"	"KMT2C"	"lysine (K)-specific methyltransferase 2C"
"47433_at"	"5.47e-02"	"1.13e-02"	"2.561648"	"-3.32519"	"0.3988475"	"PRDM4"	"PR domain containing 4"
"53830_at"	"5.49e-02"	"1.13e-02"	"2.560724"	"-3.32743"	"0.3526151"	"ZBTB7A"	"zinc finger and BTB domain containing 7A"
"43039_at"	"5.49e-02"	"1.13e-02"	"2.560467"	"-3.32805"	"0.4971851"	"SOX8"	"SRY (sex determining region Y)-box 8"
"49123_at"	"5.49e-02"	"1.13e-02"	"-2.559953"	"-3.3293"	"-0.4713283"	""	""
"42377_at"	"5.51e-02"	"1.14e-02"	"2.55882"	"-3.33204"	"0.446063"	""	""
"59612_at"	"5.51e-02"	"1.14e-02"	"-2.558328"	"-3.33323"	"-0.4516503"	"BID"	"BH3 interacting domain death agonist"
"45338_at"	"5.52e-02"	"1.14e-02"	"2.557704"	"-3.33474"	"0.5530374"	"SEMA6A"	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A"
"56307_at"	"5.52e-02"	"1.14e-02"	"-2.557675"	"-3.33481"	"-0.2716732"	"SAP30L"	"SAP30-like"
"48896_at"	"5.52e-02"	"1.14e-02"	"2.55737"	"-3.33555"	"0.255501"	"CPA4"	"carboxypeptidase A4"
"56673_at"	"5.53e-02"	"1.14e-02"	"-2.556832"	"-3.33685"	"-0.3605"	"POLK"	"polymerase (DNA directed) kappa"
"59154_at"	"5.53e-02"	"1.14e-02"	"2.556799"	"-3.33693"	"0.6334002"	"HIST2H4B///HIST2H4A"	"histone cluster 2, H4b///histone cluster 2, H4a"
"48089_at"	"5.53e-02"	"1.14e-02"	"2.556467"	"-3.33773"	"0.3769061"	"BSPRY"	"B-box and SPRY domain containing"
"56242_at"	"5.54e-02"	"1.15e-02"	"2.555392"	"-3.34033"	"0.4394509"	"LINC00623"	"long intergenic non-protein coding RNA 623"
"47082_at"	"5.55e-02"	"1.15e-02"	"-2.554913"	"-3.34149"	"-0.3527305"	"LOC283070///CAMK1D"	"uncharacterized LOC283070///calcium/calmodulin-dependent protein kinase ID"
"44592_at"	"5.55e-02"	"1.15e-02"	"-2.554616"	"-3.34221"	"-0.3204685"	"KDSR"	"3-ketodihydrosphingosine reductase"
"49674_at"	"5.55e-02"	"1.15e-02"	"2.554535"	"-3.34241"	"0.5705741"	"ISX"	"intestine-specific homeobox"
"52731_at"	"5.55e-02"	"1.15e-02"	"2.554101"	"-3.34345"	"0.3785392"	"AMBRA1"	"autophagy/beclin-1 regulator 1"
"52576_s_at"	"5.55e-02"	"1.15e-02"	"2.553938"	"-3.34385"	"0.6368439"	"SPON2"	"spondin 2, extracellular matrix protein"
"55911_at"	"5.55e-02"	"1.15e-02"	"2.5538"	"-3.34418"	"0.259553"	"FLJ44124"	"uncharacterized LOC641737"
"47253_at"	"5.55e-02"	"1.15e-02"	"-2.5536"	"-3.34466"	"-0.6214424"	""	""
"54061_at"	"5.55e-02"	"1.15e-02"	"2.553528"	"-3.34484"	"0.2131924"	"LARS"	"leucyl-tRNA synthetase"
"47735_at"	"5.55e-02"	"1.15e-02"	"2.553468"	"-3.34498"	"0.4623266"	""	""
"43995_at"	"5.55e-02"	"1.15e-02"	"-2.553213"	"-3.3456"	"-0.3910311"	"PARD3B"	"par-3 family cell polarity regulator beta"
"45758_at"	"5.55e-02"	"1.15e-02"	"-2.553196"	"-3.34564"	"-0.2275011"	"TMEM203"	"transmembrane protein 203"
"55623_at"	"5.58e-02"	"1.16e-02"	"-2.551165"	"-3.35055"	"-0.281219"	"PIK3R1"	"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)"
"56446_at"	"5.61e-02"	"1.17e-02"	"2.549552"	"-3.35444"	"0.2647848"	"CERS2"	"ceramide synthase 2"
"49385_at"	"5.62e-02"	"1.17e-02"	"2.548169"	"-3.35778"	"0.1924552"	"MUM1"	"melanoma associated antigen (mutated) 1"
"45941_at"	"5.63e-02"	"1.17e-02"	"2.54784"	"-3.35857"	"0.4059237"	"TRAF4"	"TNF receptor-associated factor 4"
"46486_at"	"5.64e-02"	"1.17e-02"	"2.546963"	"-3.36068"	"0.6189062"	""	""
"49111_at"	"5.64e-02"	"1.17e-02"	"-2.546745"	"-3.36121"	"-0.2695775"	"ARRB1"	"arrestin, beta 1"
"43652_at"	"5.64e-02"	"1.18e-02"	"2.546406"	"-3.36203"	"0.5523378"	""	""
"43348_at"	"5.64e-02"	"1.18e-02"	"2.546215"	"-3.36249"	"0.4303322"	""	""
"45893_at"	"5.65e-02"	"1.18e-02"	"2.545431"	"-3.36438"	"0.4535074"	""	""
"49133_at"	"5.66e-02"	"1.18e-02"	"2.545106"	"-3.36516"	"0.2737074"	"FBXO6"	"F-box protein 6"
"43350_f_at"	"5.66e-02"	"1.18e-02"	"2.545045"	"-3.36531"	"0.2915493"	"IRF7"	"interferon regulatory factor 7"
"49701_at"	"5.66e-02"	"1.18e-02"	"2.544671"	"-3.36621"	"0.3101051"	""	""
"46920_at"	"5.66e-02"	"1.18e-02"	"-2.544527"	"-3.36655"	"-0.4913096"	""	""
"48061_at"	"5.67e-02"	"1.19e-02"	"2.54364"	"-3.36869"	"0.1970312"	"ARMC1"	"armadillo repeat containing 1"
"46054_at"	"5.68e-02"	"1.19e-02"	"2.542914"	"-3.37044"	"0.3739654"	""	""
"50807_at"	"5.69e-02"	"1.19e-02"	"2.54203"	"-3.37257"	"0.4094429"	"FOXL2"	"forkhead box L2"
"50142_at"	"5.70e-02"	"1.19e-02"	"2.54151"	"-3.37382"	"0.5121411"	"LINC01004"	"long intergenic non-protein coding RNA 1004"
"55968_at"	"5.70e-02"	"1.19e-02"	"2.541214"	"-3.37453"	"0.3645215"	""	""
"47671_at"	"5.70e-02"	"1.19e-02"	"2.540858"	"-3.37539"	"0.4658697"	""	""
"45045_at"	"5.72e-02"	"1.20e-02"	"2.539831"	"-3.37786"	"0.4058292"	""	""
"42181_at"	"5.72e-02"	"1.20e-02"	"2.53965"	"-3.37829"	"0.4518723"	""	""
"51626_at"	"5.72e-02"	"1.20e-02"	"2.53901"	"-3.37983"	"0.5962839"	"APOOL"	"apolipoprotein O-like"
"42909_at"	"5.72e-02"	"1.20e-02"	"2.538989"	"-3.37988"	"0.6114927"	"TMEM154"	"transmembrane protein 154"
"47494_at"	"5.74e-02"	"1.20e-02"	"-2.538157"	"-3.38188"	"-0.5264302"	""	""
"51207_at"	"5.74e-02"	"1.20e-02"	"2.53806"	"-3.38211"	"0.3836708"	"SLC8B1"	"solute carrier family 8 (sodium/lithium/calcium exchanger), member B1"
"43373_s_at"	"5.74e-02"	"1.20e-02"	"-2.537818"	"-3.3827"	"-0.3212978"	"GSK3B"	"glycogen synthase kinase 3 beta"
"46644_at"	"5.74e-02"	"1.20e-02"	"2.537588"	"-3.38325"	"0.393188"	"PMEPA1"	"prostate transmembrane protein, androgen induced 1"
"50016_at"	"5.74e-02"	"1.21e-02"	"2.53727"	"-3.38401"	"0.2201967"	"MTF2"	"metal response element binding transcription factor 2"
"59556_at"	"5.76e-02"	"1.21e-02"	"2.536227"	"-3.38651"	"0.418137"	""	""
"50527_at"	"5.76e-02"	"1.21e-02"	"2.536115"	"-3.38679"	"0.435975"	"CLYBL-AS1"	"CLYBL antisense RNA 1"
"55513_at"	"5.76e-02"	"1.21e-02"	"2.535644"	"-3.38792"	"0.2178599"	"HEMK1"	"HemK methyltransferase family member 1"
"46525_r_at"	"5.77e-02"	"1.21e-02"	"2.534724"	"-3.39012"	"0.5259396"	""	""
"44104_at"	"5.77e-02"	"1.21e-02"	"2.534581"	"-3.39047"	"0.4052197"	"ERO1L"	"ERO1-like (S. cerevisiae)"
"54897_at"	"5.79e-02"	"1.22e-02"	"2.533452"	"-3.39318"	"0.4548209"	"MAP2"	"microtubule-associated protein 2"
"50154_at"	"5.81e-02"	"1.22e-02"	"2.532139"	"-3.39632"	"0.459482"	"RAB12"	"RAB12, member RAS oncogene family"
"49588_at"	"5.81e-02"	"1.22e-02"	"2.531915"	"-3.39686"	"0.3743723"	""	""
"47701_at"	"5.81e-02"	"1.23e-02"	"2.531573"	"-3.39768"	"0.3456179"	""	""
"42375_at"	"5.82e-02"	"1.23e-02"	"2.530978"	"-3.39911"	"0.4773052"	"PPARA"	"peroxisome proliferator-activated receptor alpha"
"48627_at"	"5.83e-02"	"1.23e-02"	"2.529891"	"-3.40171"	"0.3145182"	""	""
"46714_at"	"5.84e-02"	"1.23e-02"	"2.529576"	"-3.40247"	"0.2980386"	"SS18L2"	"synovial sarcoma translocation gene on chromosome 18-like 2"
"42215_at"	"5.84e-02"	"1.23e-02"	"2.528994"	"-3.40386"	"0.2540535"	""	""
"44573_at"	"5.84e-02"	"1.23e-02"	"2.528843"	"-3.40422"	"0.3628876"	"ARHGAP23"	"Rho GTPase activating protein 23"
"44197_at"	"5.85e-02"	"1.24e-02"	"-2.528284"	"-3.40556"	"-0.4688315"	"HAUS2"	"HAUS augmin-like complex, subunit 2"
"55444_at"	"5.85e-02"	"1.24e-02"	"-2.528139"	"-3.40591"	"-0.2574391"	"UNC5C"	"unc-5 homolog C (C. elegans)"
"58873_at"	"5.85e-02"	"1.24e-02"	"2.528117"	"-3.40596"	"0.3963512"	"NRP2"	"neuropilin 2"
"45278_at"	"5.87e-02"	"1.24e-02"	"2.526905"	"-3.40886"	"0.2528575"	"MRPL11"	"mitochondrial ribosomal protein L11"
"46279_at"	"5.87e-02"	"1.24e-02"	"-2.526809"	"-3.40909"	"-0.3760713"	"CMTM3"	"CKLF-like MARVEL transmembrane domain containing 3"
"45384_at"	"5.87e-02"	"1.24e-02"	"-2.526667"	"-3.40943"	"-0.5336625"	"SNAP29"	"synaptosomal-associated protein, 29kDa"
"59157_at"	"5.88e-02"	"1.25e-02"	"2.525659"	"-3.41184"	"0.5545355"	"RBM26"	"RNA binding motif protein 26"
"43772_r_at"	"5.90e-02"	"1.25e-02"	"2.524536"	"-3.41453"	"0.3836281"	""	""
"44138_at"	"5.92e-02"	"1.25e-02"	"-2.523133"	"-3.41788"	"-0.2517868"	"ITPRIP"	"inositol 1,4,5-trisphosphate receptor interacting protein"
"50625_at"	"5.92e-02"	"1.25e-02"	"2.522979"	"-3.41825"	"0.3457939"	"LOC100505880"	"uncharacterized LOC100505880"
"45771_at"	"5.92e-02"	"1.25e-02"	"-2.522879"	"-3.41849"	"-0.3959883"	"CDC26"	"cell division cycle 26"
"50745_at"	"5.94e-02"	"1.26e-02"	"-2.521377"	"-3.42208"	"-0.2917286"	"AIFM2"	"apoptosis-inducing factor, mitochondrion-associated, 2"
"49555_at"	"5.94e-02"	"1.26e-02"	"2.521264"	"-3.42235"	"0.3611256"	"WNT9B"	"wingless-type MMTV integration site family, member 9B"
"45034_at"	"5.94e-02"	"1.26e-02"	"2.521165"	"-3.42259"	"0.3310548"	""	""
"51379_at"	"5.95e-02"	"1.26e-02"	"2.52029"	"-3.42467"	"0.4936242"	"SNORA28"	"small nucleolar RNA, H/ACA box 28"
"55061_at"	"5.96e-02"	"1.27e-02"	"-2.519419"	"-3.42675"	"-0.4579801"	"SPSB1"	"splA/ryanodine receptor domain and SOCS box containing 1"
"48164_at"	"5.96e-02"	"1.27e-02"	"2.519189"	"-3.4273"	"0.2377644"	""	""
"55644_at"	"5.96e-02"	"1.27e-02"	"2.519153"	"-3.42739"	"0.6144433"	"CDK5R1"	"cyclin-dependent kinase 5, regulatory subunit 1 (p35)"
"59742_at"	"5.96e-02"	"1.27e-02"	"2.518759"	"-3.42833"	"0.2281474"	"LOC400794"	"uncharacterized LOC400794"
"52261_at"	"5.96e-02"	"1.27e-02"	"2.518465"	"-3.42903"	"0.2661373"	"NOL10"	"nucleolar protein 10"
"59194_at"	"5.96e-02"	"1.27e-02"	"2.518454"	"-3.42906"	"0.4883677"	""	""
"59642_at"	"5.96e-02"	"1.27e-02"	"-2.518418"	"-3.42914"	"-0.2580111"	"ANKH"	"ANKH inorganic pyrophosphate transport regulator"
"54308_at"	"5.96e-02"	"1.27e-02"	"2.518253"	"-3.42954"	"0.5819141"	"ZNF250"	"zinc finger protein 250"
"43003_at"	"5.96e-02"	"1.27e-02"	"2.518212"	"-3.42963"	"0.5228979"	"GTF3C4"	"general transcription factor IIIC, polypeptide 4, 90kDa"
"47097_at"	"5.96e-02"	"1.27e-02"	"-2.51806"	"-3.43"	"-0.5717557"	"FAM110C"	"family with sequence similarity 110, member C"
"45562_f_at"	"5.97e-02"	"1.27e-02"	"2.517415"	"-3.43153"	"0.2484981"	"ERMP1"	"endoplasmic reticulum metallopeptidase 1"
"47950_at"	"5.97e-02"	"1.27e-02"	"2.517241"	"-3.43195"	"0.4067417"	"AFG3L1P"	"AFG3-like AAA ATPase 1, pseudogene"
"52335_at"	"5.98e-02"	"1.28e-02"	"2.516665"	"-3.43332"	"0.5484066"	"PIK3AP1"	"phosphoinositide-3-kinase adaptor protein 1"
"54297_at"	"5.99e-02"	"1.28e-02"	"2.51582"	"-3.43534"	"0.3494123"	""	""
"46169_at"	"5.99e-02"	"1.28e-02"	"-2.51547"	"-3.43617"	"-0.2948548"	"ELL2"	"elongation factor, RNA polymerase II, 2"
"42678_at"	"6.00e-02"	"1.28e-02"	"2.514992"	"-3.43731"	"0.5110813"	""	""
"42565_at"	"6.00e-02"	"1.28e-02"	"2.514682"	"-3.43805"	"0.3377252"	""	""
"51143_at"	"6.04e-02"	"1.29e-02"	"2.512505"	"-3.44323"	"0.2115091"	"CECR5"	"cat eye syndrome chromosome region, candidate 5"
"51402_at"	"6.04e-02"	"1.29e-02"	"2.512426"	"-3.44342"	"0.3634035"	""	""
"45616_at"	"6.05e-02"	"1.30e-02"	"2.511266"	"-3.44618"	"0.3303873"	"CELF5"	"CUGBP, Elav-like family member 5"
"53326_at"	"6.06e-02"	"1.30e-02"	"2.510556"	"-3.44787"	"0.3923575"	"OTX2"	"orthodenticle homeobox 2"
"58378_at"	"6.06e-02"	"1.30e-02"	"2.510321"	"-3.44843"	"0.330197"	"RAB40C"	"RAB40C, member RAS oncogene family"
"49621_at"	"6.06e-02"	"1.30e-02"	"2.510139"	"-3.44886"	"0.5147712"	""	""
"45946_at"	"6.06e-02"	"1.30e-02"	"2.510029"	"-3.44913"	"0.5253924"	""	""
"59384_i_at"	"6.07e-02"	"1.30e-02"	"2.509438"	"-3.45053"	"0.5228513"	""	""
"45902_at"	"6.07e-02"	"1.30e-02"	"2.50943"	"-3.45055"	"0.5494301"	""	""
"42158_at"	"6.10e-02"	"1.31e-02"	"2.507288"	"-3.45564"	"0.4811263"	""	""
"45660_at"	"6.11e-02"	"1.31e-02"	"-2.506974"	"-3.45639"	"-0.4524809"	"DCLK1"	"doublecortin-like kinase 1"
"43577_at"	"6.11e-02"	"1.31e-02"	"2.506702"	"-3.45703"	"0.4285866"	""	""
"52180_at"	"6.11e-02"	"1.31e-02"	"2.506231"	"-3.45815"	"0.1833605"	"SCFD2"	"sec1 family domain containing 2"
"54722_at"	"6.11e-02"	"1.31e-02"	"2.506222"	"-3.45817"	"0.3962307"	"PPAPDC1B"	"phosphatidic acid phosphatase type 2 domain containing 1B"
"58741_at"	"6.11e-02"	"1.31e-02"	"2.505982"	"-3.45874"	"0.5176392"	""	""
"56402_at"	"6.12e-02"	"1.31e-02"	"2.505697"	"-3.45942"	"0.2795528"	"STRN4"	"striatin, calmodulin binding protein 4"
"58082_at"	"6.13e-02"	"1.32e-02"	"2.504801"	"-3.46155"	"0.3847473"	"MDGA1"	"MAM domain containing glycosylphosphatidylinositol anchor 1"
"45322_at"	"6.13e-02"	"1.32e-02"	"-2.504259"	"-3.46283"	"-0.4123143"	"GOPC"	"golgi-associated PDZ and coiled-coil motif containing"
"41885_at"	"6.13e-02"	"1.32e-02"	"2.504196"	"-3.46298"	"0.4614543"	""	""
"48047_r_at"	"6.14e-02"	"1.32e-02"	"2.503878"	"-3.46374"	"0.3762965"	"ZNF830"	"zinc finger protein 830"
"45583_at"	"6.15e-02"	"1.33e-02"	"2.5024"	"-3.46724"	"0.3563922"	""	""
"54465_at"	"6.15e-02"	"1.33e-02"	"2.50238"	"-3.46729"	"0.485487"	"LOC100510542"	"hypothetical LOC100510542"
"54295_at"	"6.15e-02"	"1.33e-02"	"2.502331"	"-3.46741"	"0.4718049"	"ZNF440"	"zinc finger protein 440"
"43921_at"	"6.15e-02"	"1.33e-02"	"2.502301"	"-3.46748"	"0.2669669"	"SVIP"	"small VCP/p97-interacting protein"
"46722_at"	"6.16e-02"	"1.33e-02"	"-2.501877"	"-3.46849"	"-0.4202783"	"MIR21"	"microRNA 21"
"56043_at"	"6.16e-02"	"1.33e-02"	"2.501631"	"-3.46907"	"0.3140976"	"LOC100506798"	"uncharacterized LOC100506798"
"58557_at"	"6.16e-02"	"1.33e-02"	"-2.501577"	"-3.4692"	"-0.2706438"	"PSMD11"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 11"
"50934_at"	"6.17e-02"	"1.33e-02"	"-2.500787"	"-3.47107"	"-0.2547041"	"MIB1"	"mindbomb E3 ubiquitin protein ligase 1"
"44546_at"	"6.17e-02"	"1.33e-02"	"2.500515"	"-3.47171"	"0.4641601"	"ZNF148"	"zinc finger protein 148"
"51837_at"	"6.19e-02"	"1.34e-02"	"-2.499375"	"-3.47441"	"-0.3332182"	"DENND2C"	"DENN/MADD domain containing 2C"
"45531_at"	"6.19e-02"	"1.34e-02"	"-2.49898"	"-3.47535"	"-0.265205"	"MAP3K2"	"mitogen-activated protein kinase kinase kinase 2"
"48585_at"	"6.20e-02"	"1.34e-02"	"2.498494"	"-3.4765"	"0.2953442"	"KNSTRN"	"kinetochore-localized astrin/SPAG5 binding protein"
"44431_at"	"6.20e-02"	"1.34e-02"	"2.498392"	"-3.47674"	"0.4152222"	"L3MBTL4"	"l(3)mbt-like 4 (Drosophila)"
"54254_at"	"6.21e-02"	"1.34e-02"	"-2.497944"	"-3.4778"	"-0.4669242"	"ATXN10"	"ataxin 10"
"49696_at"	"6.21e-02"	"1.34e-02"	"2.497715"	"-3.47835"	"0.359432"	""	""
"48553_at"	"6.22e-02"	"1.35e-02"	"-2.496635"	"-3.4809"	"-0.3928538"	"SLC2A10"	"solute carrier family 2 (facilitated glucose transporter), member 10"
"43782_at"	"6.22e-02"	"1.35e-02"	"2.496522"	"-3.48117"	"0.4815725"	"POP1"	"processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae)"
"44897_r_at"	"6.24e-02"	"1.35e-02"	"2.495616"	"-3.48331"	"0.7106178"	""	""
"43729_at"	"6.25e-02"	"1.36e-02"	"2.494409"	"-3.48617"	"0.4602447"	""	""
"44923_at"	"6.26e-02"	"1.36e-02"	"2.493922"	"-3.48732"	"0.5580866"	""	""
"54365_at"	"6.26e-02"	"1.36e-02"	"2.49383"	"-3.48754"	"0.3131632"	""	""
"46199_at"	"6.27e-02"	"1.36e-02"	"2.493302"	"-3.48879"	"0.4708238"	"TMOD3"	"tropomodulin 3 (ubiquitous)"
"57874_at"	"6.27e-02"	"1.36e-02"	"2.492817"	"-3.48993"	"0.5112431"	""	""
"43935_at"	"6.27e-02"	"1.36e-02"	"-2.492711"	"-3.49018"	"-0.3383744"	"ARAP3"	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3"
"50785_at"	"6.28e-02"	"1.36e-02"	"-2.491999"	"-3.49186"	"-0.3219505"	"PSME4"	"proteasome (prosome, macropain) activator subunit 4"
"59566_at"	"6.28e-02"	"1.37e-02"	"2.491824"	"-3.49228"	"0.401915"	""	""
"43830_r_at"	"6.28e-02"	"1.37e-02"	"2.491795"	"-3.49235"	"0.5385573"	""	""
"44537_at"	"6.29e-02"	"1.37e-02"	"2.49112"	"-3.49394"	"0.4624142"	"C18orf54"	"chromosome 18 open reading frame 54"
"51450_s_at"	"6.29e-02"	"1.37e-02"	"2.4909"	"-3.49446"	"0.2398832"	""	""
"44586_at"	"6.31e-02"	"1.37e-02"	"-2.489534"	"-3.49769"	"-0.4427194"	"PHLDA1"	"pleckstrin homology-like domain, family A, member 1"
"44902_at"	"6.31e-02"	"1.37e-02"	"2.489404"	"-3.49799"	"0.4302243"	"NDUFA4L2"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2"
"45865_at"	"6.31e-02"	"1.38e-02"	"2.489111"	"-3.49868"	"0.2326616"	"PDPR"	"pyruvate dehydrogenase phosphatase regulatory subunit"
"53862_at"	"6.33e-02"	"1.38e-02"	"-2.487791"	"-3.5018"	"-0.2708519"	"DCP1B"	"decapping mRNA 1B"
"45833_at"	"6.33e-02"	"1.38e-02"	"2.487685"	"-3.50205"	"0.373576"	"ZNF529"	"zinc finger protein 529"
"42512_at"	"6.36e-02"	"1.39e-02"	"2.485639"	"-3.50687"	"0.412612"	"LOC100507041"	"hypothetical LOC100507041"
"45703_at"	"6.36e-02"	"1.39e-02"	"-2.485612"	"-3.50693"	"-0.5663778"	"BHMT2"	"betaine--homocysteine S-methyltransferase 2"
"50275_at"	"6.40e-02"	"1.40e-02"	"2.483557"	"-3.51178"	"0.4627377"	"POM121L8P"	"POM121 transmembrane nucleoporin-like 8 pseudogene"
"43528_at"	"6.40e-02"	"1.40e-02"	"-2.483505"	"-3.5119"	"-0.3908142"	"FAM69C"	"family with sequence similarity 69, member C"
"56426_at"	"6.41e-02"	"1.40e-02"	"2.48269"	"-3.51382"	"0.2641753"	"ATPAF1"	"ATP synthase mitochondrial F1 complex assembly factor 1"
"55368_at"	"6.41e-02"	"1.40e-02"	"-2.482515"	"-3.51423"	"-0.4415225"	"DFNB59"	"deafness, autosomal recessive 59"
"56363_at"	"6.41e-02"	"1.40e-02"	"2.482444"	"-3.5144"	"0.2317549"	"MRPS35"	"mitochondrial ribosomal protein S35"
"48581_at"	"6.42e-02"	"1.40e-02"	"-2.481498"	"-3.51662"	"-0.3909918"	"CCAR2"	"cell cycle and apoptosis regulator 2"
"43763_at"	"6.42e-02"	"1.40e-02"	"2.481495"	"-3.51663"	"0.3133841"	""	""
"42545_at"	"6.43e-02"	"1.41e-02"	"2.480994"	"-3.51781"	"0.4712314"	""	""
"45192_at"	"6.43e-02"	"1.41e-02"	"2.480723"	"-3.51845"	"0.585541"	"ZNF704"	"zinc finger protein 704"
"42699_at"	"6.43e-02"	"1.41e-02"	"2.480463"	"-3.51906"	"0.3434491"	""	""
"43419_s_at"	"6.43e-02"	"1.41e-02"	"-2.480209"	"-3.51966"	"-0.3492355"	"HSD17B14"	"hydroxysteroid (17-beta) dehydrogenase 14"
"48960_at"	"6.44e-02"	"1.41e-02"	"2.479423"	"-3.5215"	"0.4836274"	""	""
"51828_at"	"6.45e-02"	"1.41e-02"	"2.479204"	"-3.52202"	"0.5232126"	"HELLS"	"helicase, lymphoid-specific"
"53321_r_at"	"6.45e-02"	"1.41e-02"	"2.478892"	"-3.52275"	"0.3154918"	"TSKS"	"testis-specific serine kinase substrate"
"58573_at"	"6.45e-02"	"1.42e-02"	"2.478689"	"-3.52323"	"0.43657"	"AAED1"	"AhpC/TSA antioxidant enzyme domain containing 1"
"52019_at"	"6.47e-02"	"1.42e-02"	"-2.477584"	"-3.52583"	"-0.6247283"	"COL8A1"	"collagen, type VIII, alpha 1"
"45986_at"	"6.47e-02"	"1.42e-02"	"2.477217"	"-3.52669"	"0.5945021"	""	""
"47207_at"	"6.47e-02"	"1.42e-02"	"2.47699"	"-3.52722"	"0.4643452"	""	""
"42935_at"	"6.48e-02"	"1.42e-02"	"2.476684"	"-3.52794"	"0.3896832"	""	""
"44933_r_at"	"6.49e-02"	"1.43e-02"	"2.47588"	"-3.52983"	"0.3468987"	"SNORD5///TAF1D"	"small nucleolar RNA, C/D box 5///TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa"
"48348_at"	"6.49e-02"	"1.43e-02"	"-2.475644"	"-3.53038"	"-0.3622432"	"TMX3"	"thioredoxin-related transmembrane protein 3"
"43032_at"	"6.50e-02"	"1.43e-02"	"2.474604"	"-3.53283"	"0.3195047"	"TMOD3"	"tropomodulin 3 (ubiquitous)"
"47662_at"	"6.51e-02"	"1.43e-02"	"2.474369"	"-3.53338"	"0.3167888"	""	""
"43116_at"	"6.51e-02"	"1.43e-02"	"2.473853"	"-3.53459"	"0.3075536"	"UBL7-AS1"	"UBL7 antisense RNA 1 (head to head)"
